year,month,day,title,links,year_gregorian,month_gregorian,day_gregorian,event_link,event_link_english,title_english,سیاست,اجتماعی,حوادث طبیعی,هنر,علم,ایران,ورزشی
1310,6,24,ثبت ملی کهنه شهرویران با شماره ثبت ۱۰ به عنوان یکی از آثار ملی ایران,"[{'text': 'آثار ملی ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%AB%D8%A7%D8%B1_%D9%85%D9%84%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'کهنه شهرویران', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D9%87%D9%86%D9%87_%D8%B4%D9%87%D8%B1%D9%88%DB%8C%D8%B1%D8%A7%D9%86'}]",1931,9,16,https://fa.wikipedia.org/wiki/%D8%A2%D8%AB%D8%A7%D8%B1_%D9%85%D9%84%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86,https://en.wikipedia.org/wiki/Iran_National_Heritage_List,Iran National Heritage List,0.84139084815979,0.8378009796142578,0.8346129059791565,0.8333832025527954,0.8332065343856812,0.8321900963783264,0.8298505544662476
1310,6,24,ثبت ملی گلگا تپه با شماره ثبت ۱۱ به عنوان یکی از آثار ملی ایران,"[{'text': 'آثار ملی ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%AB%D8%A7%D8%B1_%D9%85%D9%84%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'گلگا تپه', 'url': 'https://fa.wikipedia.org/wiki/%DA%AF%D9%84%DA%AF%D8%A7_%D8%AA%D9%BE%D9%87'}]",1931,9,16,https://fa.wikipedia.org/wiki/%D8%A2%D8%AB%D8%A7%D8%B1_%D9%85%D9%84%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86,https://en.wikipedia.org/wiki/Iran_National_Heritage_List,Iran National Heritage List,0.8408275842666626,0.8388086557388306,0.8349905014038086,0.8349179625511169,0.8330578804016113,0.8318346738815308,0.8245093822479248
1310,6,24,ثبت ملی ریشهر با شماره ثبت ۱۲ به عنوان یکی از آثار ملی ایران,"[{'text': 'آثار ملی ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%AB%D8%A7%D8%B1_%D9%85%D9%84%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'ریشهر', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%DB%8C%D8%B4%D9%87%D8%B1'}]",1931,9,16,https://fa.wikipedia.org/wiki/%D8%A2%D8%AB%D8%A7%D8%B1_%D9%85%D9%84%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86,https://en.wikipedia.org/wiki/Iran_National_Heritage_List,Iran National Heritage List,0.836198627948761,0.8329212665557861,0.8326660394668579,0.8300464749336243,0.8298144340515137,0.8286260366439819,0.824712872505188
1310,6,24,ثبت ملی قصر ابونصر با شماره ثبت ۱۳ به عنوان یکی از آثار ملی ایران,"[{'text': 'آثار ملی ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%AB%D8%A7%D8%B1_%D9%85%D9%84%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'قصر ابونصر', 'url': 'https://fa.wikipedia.org/wiki/%D9%82%D8%B5%D8%B1_%D8%A7%D8%A8%D9%88%D9%86%D8%B5%D8%B1'}]",1931,9,16,https://fa.wikipedia.org/wiki/%D8%A2%D8%AB%D8%A7%D8%B1_%D9%85%D9%84%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86,https://en.wikipedia.org/wiki/Iran_National_Heritage_List,Iran National Heritage List,0.8397093415260315,0.8387289047241211,0.8352789282798767,0.8325062990188599,0.8318820595741272,0.8303057551383972,0.8300462961196899
1310,6,24,ثبت ملی دارابگرد با شماره ثبت ۱۴ به عنوان یکی از آثار ملی ایران,"[{'text': 'آثار ملی ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%AB%D8%A7%D8%B1_%D9%85%D9%84%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'دارابگرد', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D8%B1%D8%A7%D8%A8%DA%AF%D8%B1%D8%AF'}]",1931,9,16,https://fa.wikipedia.org/wiki/%D8%A2%D8%AB%D8%A7%D8%B1_%D9%85%D9%84%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86,https://en.wikipedia.org/wiki/Iran_National_Heritage_List,Iran National Heritage List,0.8331668376922607,0.8299135565757751,0.8287287950515747,0.8268632888793945,0.8251698613166809,0.8247243762016296,0.8226982951164246
1310,6,24,ثبت ملی قلعه ضحاک (فارس) با شماره ثبت ۱۵ به عنوان یکی از آثار ملی ایران,"[{'text': 'آثار ملی ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%AB%D8%A7%D8%B1_%D9%85%D9%84%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'قلعه ضحاک (فارس)', 'url': 'https://fa.wikipedia.org/wiki/%D9%82%D9%84%D8%B9%D9%87_%D8%B6%D8%AD%D8%A7%DA%A9_(%D9%81%D8%A7%D8%B1%D8%B3)'}]",1931,9,16,https://fa.wikipedia.org/wiki/%D8%A2%D8%AB%D8%A7%D8%B1_%D9%85%D9%84%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86,https://en.wikipedia.org/wiki/Iran_National_Heritage_List,Iran National Heritage List,0.8347494602203369,0.8343214392662048,0.8324111104011536,0.8319568634033203,0.8318946361541748,0.8298604488372803,0.8247901201248169
1310,6,24,ثبت ملی گنبد آتشکده فراشبند با شماره ثبت ۱۶ به عنوان یکی از آثار ملی ایران,"[{'text': 'آثار ملی ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%AB%D8%A7%D8%B1_%D9%85%D9%84%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'گنبد آتشکده فراشبند', 'url': 'https://fa.wikipedia.org/wiki/%DA%AF%D9%86%D8%A8%D8%AF_%D8%A2%D8%AA%D8%B4%DA%A9%D8%AF%D9%87_%D9%81%D8%B1%D8%A7%D8%B4%D8%A8%D9%86%D8%AF'}]",1931,9,16,https://fa.wikipedia.org/wiki/%D8%A2%D8%AB%D8%A7%D8%B1_%D9%85%D9%84%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86,https://en.wikipedia.org/wiki/Iran_National_Heritage_List,Iran National Heritage List,0.8356012105941772,0.8355223536491394,0.8342941403388977,0.8309184312820435,0.8300424814224243,0.8291029930114746,0.8244121074676514
1310,6,24,ثبت ملی گور (شهر باستانی) با شماره ثبت ۱۷ به عنوان یکی از آثار ملی ایران,"[{'text': 'آثار ملی ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%AB%D8%A7%D8%B1_%D9%85%D9%84%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'گور (شهر باستانی)', 'url': 'https://fa.wikipedia.org/wiki/%DA%AF%D9%88%D8%B1_(%D8%B4%D9%87%D8%B1_%D8%A8%D8%A7%D8%B3%D8%AA%D8%A7%D9%86%DB%8C)'}]",1931,9,16,https://fa.wikipedia.org/wiki/%D8%A2%D8%AB%D8%A7%D8%B1_%D9%85%D9%84%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86,https://en.wikipedia.org/wiki/Iran_National_Heritage_List,Iran National Heritage List,0.8385374546051025,0.8363558650016785,0.8352991342544556,0.8333194255828857,0.8314873576164246,0.8290969729423523,0.8270507454872131
1310,6,24,ثبت ملی استخر (شهر) با شماره ثبت ۱۸ به عنوان یکی از آثار ملی ایران,"[{'text': 'آثار ملی ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%AB%D8%A7%D8%B1_%D9%85%D9%84%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'استخر (شهر)', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%AA%D8%AE%D8%B1_(%D9%81%D8%A7%D8%B1%D8%B3)'}]",1931,9,16,https://fa.wikipedia.org/wiki/%D8%A2%D8%AB%D8%A7%D8%B1_%D9%85%D9%84%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86,https://en.wikipedia.org/wiki/Iran_National_Heritage_List,Iran National Heritage List,0.838372528553009,0.8373458981513977,0.8335128426551819,0.8311536312103271,0.8296700716018677,0.8266090750694275,0.8225767612457275
1310,6,24,ثبت ملی پاسارگاد با شماره ثبت ۱۹ به عنوان یکی از آثار ملی ایران,"[{'text': 'آثار ملی ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%AB%D8%A7%D8%B1_%D9%85%D9%84%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'پاسارگاد', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%A7%D8%B3%D8%A7%D8%B1%DA%AF%D8%A7%D8%AF'}]",1931,9,16,https://fa.wikipedia.org/wiki/%D8%A2%D8%AB%D8%A7%D8%B1_%D9%85%D9%84%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86,https://en.wikipedia.org/wiki/Iran_National_Heritage_List,Iran National Heritage List,0.8338356614112854,0.8255019187927246,0.8239656686782837,0.8235579133033752,0.8222858905792236,0.8213384747505188,0.8184321522712708
1310,6,24,ثبت ملی آثار باستانی کوه خواجه (کوه رستم) با شماره ثبت ۵۴ به عنوان یکی از آثار ملی ایران,"[{'text': 'آثار باستانی کوه خواجه (کوه رستم)', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%AB%D8%A7%D8%B1_%D8%A8%D8%A7%D8%B3%D8%AA%D8%A7%D9%86%DB%8C_%DA%A9%D9%88%D9%87_%D8%AE%D9%88%D8%A7%D8%AC%D9%87_(%DA%A9%D9%88%D9%87_%D8%B1%D8%B3%D8%AA%D9%85)'}, {'text': 'آثار ملی ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%AB%D8%A7%D8%B1_%D9%85%D9%84%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",1931,9,16,https://fa.wikipedia.org/wiki/%D8%A2%D8%AB%D8%A7%D8%B1_%D8%A8%D8%A7%D8%B3%D8%AA%D8%A7%D9%86%DB%8C_%DA%A9%D9%88%D9%87_%D8%AE%D9%88%D8%A7%D8%AC%D9%87_(%DA%A9%D9%88%D9%87_%D8%B1%D8%B3%D8%AA%D9%85),<No English page found>,National Registration of Mount Khajeh (Rostam Mountain) with Registration Number 1 as one of Iran's national monuments,0.8336998820304871,0.8323349952697754,0.8304895758628845,0.82880038022995,0.8283793330192566,0.8281388878822327,0.8228606581687927
1310,10,15,ثبت ملی میدان نقش جهان اصفهان.,"[{'text': 'اصفهان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86'}, {'text': 'میدان نقش جهان', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D8%AF%D8%A7%D9%86_%D9%86%D9%82%D8%B4_%D8%AC%D9%87%D8%A7%D9%86'}]",1932,1,6,https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D8%AF%D8%A7%D9%86_%D9%86%D9%82%D8%B4_%D8%AC%D9%87%D8%A7%D9%86,https://en.wikipedia.org/wiki/Naqsh-e_Jahan_Square,Naqsh-e Jahan Square,0.8246469497680664,0.821719765663147,0.8216617703437805,0.8164858818054199,0.8137808442115784,0.812359631061554,0.7311681509017944
1310,11,2,بین ایران و ترکیه قرارداد مرزی ایران و ترکیه (۱۳۱۰) امضا شد,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'ترکیه', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D8%B1%DA%A9%DB%8C%D9%87'}, {'text': 'قرارداد مرزی ایران و ترکیه (۱۳۱۰)', 'url': 'https://fa.wikipedia.org/wiki/%D9%82%D8%B1%D8%A7%D8%B1%D8%AF%D8%A7%D8%AF_%D9%85%D8%B1%D8%B2%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D9%88_%D8%AA%D8%B1%DA%A9%DB%8C%D9%87_(%DB%B1%DB%B3%DB%B1%DB%B0)'}]",1932,1,23,https://fa.wikipedia.org/wiki/%D9%82%D8%B1%D8%A7%D8%B1%D8%AF%D8%A7%D8%AF_%D9%85%D8%B1%D8%B2%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D9%88_%D8%AA%D8%B1%DA%A9%DB%8C%D9%87_(%DB%B1%DB%B3%DB%B1%DB%B0),<No English page found>,Iran -Turkey border contract (1) was signed between Iran and Türkiye,0.8043105602264404,0.803825855255127,0.8013901114463806,0.8013195991516113,0.7994705438613892,0.799444854259491,0.799108624458313
1311,8,14,تأسیس نیروی دریایی ارتش توسط رضاشاه و آغاز به کار نیروی دریایی ایران,"[{'text': 'نیروی دریایی', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%DB%8C%D8%B1%D9%88%DB%8C_%D8%AF%D8%B1%DB%8C%D8%A7%DB%8C%DB%8C'}]",1932,11,5,https://fa.wikipedia.org/wiki/%D9%86%DB%8C%D8%B1%D9%88%DB%8C_%D8%AF%D8%B1%DB%8C%D8%A7%DB%8C%DB%8C,https://en.wikipedia.org/wiki/Navy,Navy,0.8355280756950378,0.8336693644523621,0.8316758275032043,0.8315299153327942,0.8293198347091675,0.828178882598877,0.810903012752533
1311,1,1,تبدیل واحد پول ایران از قران به ریال.,"[{'text': 'ریال', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%DB%8C%D8%A7%D9%84'}, {'text': 'قران', 'url': 'https://fa.wikipedia.org/wiki/%D9%82%D8%B1%D8%A7%D9%86'}]",1932,3,21,,,Convert Iranian currency from the Qur'an to rials.,0.8014640212059021,0.7956002950668335,0.7950059175491333,0.7945789694786072,0.7918421030044556,0.7870652079582214,0.7477041482925415
1311,2,18,تأسیس دبیرستان فیروز بهرام در تهران.,"[{'text': 'دبیرستان فیروز بهرام', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%A8%DB%8C%D8%B1%D8%B3%D8%AA%D8%A7%D9%86_%D9%81%DB%8C%D8%B1%D9%88%D8%B2%D8%A8%D9%87%D8%B1%D8%A7%D9%85'}]",1932,5,8,https://fa.wikipedia.org/wiki/%D8%AF%D8%A8%DB%8C%D8%B1%D8%B3%D8%AA%D8%A7%D9%86_%D9%81%DB%8C%D8%B1%D9%88%D8%B2%D8%A8%D9%87%D8%B1%D8%A7%D9%85,https://en.wikipedia.org/wiki/Firooz_Bahram_High_School,Firooz Bahram High School,0.8004461526870728,0.7909114956855774,0.7862770557403564,0.7860532402992249,0.785947322845459,0.7807416319847107,0.7498300075531006
1312,4,4,عبدالحسین تیمورتاش (معززالملک) به جرم اخذ نه هزار لیره و دویست هزار ریال رشوه، به ۵ سال زندان و بازگرداندن رشوه به خزانهٔ دولتی محکوم شد.,"[{'text': 'تیمورتاش', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%AD%D8%B3%DB%8C%D9%86_%D8%AA%DB%8C%D9%85%D9%88%D8%B1%D8%AA%D8%A7%D8%B4'}, {'text': 'سال', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%84'}, {'text': 'لیره', 'url': 'https://fa.wikipedia.org/wiki/%D9%84%DB%8C%D8%B1%D9%87'}]",1933,6,25,,,Abdul Hussein Timmourash (Mu'azaz al -Molk) was sentenced to five years in prison and returning bribes to the state treasury for nine thousand lira and two hundred thousand riyals of bribery.,0.825024425983429,0.8248345255851746,0.8208441734313965,0.8203256130218506,0.8188956379890442,0.8176258206367493,0.8114917874336243
1312,5,7,پست خانه ایران در ساختمان تازه ساخت خود در خیابان سپه پیشین آغاز به کار کرد.,"[{'text': 'خیابان سپه', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%DB%8C%D8%A7%D8%A8%D8%A7%D9%86_%D8%B3%D9%BE%D9%87'}]",1933,7,29,https://fa.wikipedia.org/wiki/%D8%AE%DB%8C%D8%A7%D8%A8%D8%A7%D9%86_%D8%B3%D9%BE%D9%87,<No English page found>,The post of the Iranian house started in its newly built building on Sepah Street.,0.8211602568626404,0.8152873516082764,0.8150062561035156,0.8063172698020935,0.8053668141365051,0.7967768907546997,0.7933023571968079
1312,6,9,غزل تاجبخش، شاعر و نویسنده,"[{'text': 'غزل تاجبخش', 'url': 'https://fa.wikipedia.org/wiki/%D8%BA%D8%B2%D9%84_%D8%AA%D8%A7%D8%AC%D8%A8%D8%AE%D8%B4'}]",1933,8,31,https://fa.wikipedia.org/wiki/%D8%BA%D8%B2%D9%84_%D8%AA%D8%A7%D8%AC%D8%A8%D8%AE%D8%B4,<No English page found>,"Sonnets, poet and writer",0.8190596699714661,0.816064715385437,0.815429151058197,0.8138245940208435,0.8040267825126648,0.8018739223480225,0.7902812361717224
1312,8,30,انتشار فیلم سینمایی دختر لر,"[{'text': 'دختر لر', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%AE%D8%AA%D8%B1_%D9%84%D8%B1'}]",1933,11,21,https://fa.wikipedia.org/wiki/%D8%AF%D8%AE%D8%AA%D8%B1_%D9%84%D8%B1,https://en.wikipedia.org/wiki/Lor_Girl,Lor Girl,0.812526524066925,0.8047295808792114,0.8035265207290649,0.7966277003288269,0.7905651330947876,0.7893030643463135,0.6129162907600403
1312,5,7,پست خانه ایران در ساختمان تازه ساخت خود در خیابان سپه پیشین آغاز به کار کرد.,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'خیابان سپه', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%DB%8C%D8%A7%D8%A8%D8%A7%D9%86_%D8%B3%D9%BE%D9%87'}]",1933,7,29,https://fa.wikipedia.org/wiki/%D8%AE%DB%8C%D8%A7%D8%A8%D8%A7%D9%86_%D8%B3%D9%BE%D9%87,<No English page found>,The post of the Iranian house started in its newly built building on Sepah Street.,0.8211602568626404,0.8152873516082764,0.8150062561035156,0.8063172698020935,0.8053668141365051,0.7967768907546997,0.7933023571968079
1312,8,30,نمایش «دختر لر»؛ نخستین فیلم ناطق ایرانی.,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'دختر لر', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%AE%D8%AA%D8%B1_%D9%84%D8%B1'}]",1933,11,21,https://fa.wikipedia.org/wiki/%D8%AF%D8%AE%D8%AA%D8%B1_%D9%84%D8%B1,https://en.wikipedia.org/wiki/Lor_Girl,Lor Girl,0.8109621405601501,0.8082034587860107,0.8009206652641296,0.7979458570480347,0.7961082458496094,0.7850226759910583,0.7500372529029846
1313,3,20,قهرمانی ایتالیا در جام جهانی ۱۹۳۴,[],1934,6,10,,,Italian Championship in the World Cup,0.8289679884910583,0.825311541557312,0.823809027671814,0.8214824199676514,0.8184356689453125,0.8067076206207275,0.4528958201408386
1313,5,8,سیل تبریز.,[],1934,7,30,,,Tabriz Flood.,0.8025487065315247,0.795634925365448,0.7944287657737732,0.7943786382675171,0.7918369770050049,0.7848217487335205,0.6801202893257141
1313,7,30,تغییر نام خیابان علاالدوله تهران به خیابان فردوسی، برای تجلیل از خدمات حکیم ابوالقاسم فردوسی، شاعر حماسه‌سرا,"[{'text': 'تهران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%87%D8%B1%D8%A7%D9%86'}, {'text': 'حکیم ابوالقاسم فردوسی', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%AF%D9%88%D8%B3%DB%8C'}, {'text': 'خدمات', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D8%AF%D9%85%D8%A7%D8%AA'}, {'text': 'خیابان', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%DB%8C%D8%A7%D8%A8%D8%A7%D9%86'}, {'text': 'خیابان فردوسی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%DB%8C%D8%A7%D8%A8%D8%A7%D9%86_%D9%81%D8%B1%D8%AF%D9%88%D8%B3%DB%8C'}, {'text': 'شاعر', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D8%B9%D8%B1'}, {'text': 'علاالدوله', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%AF%D8%B4%D9%85%D9%86%E2%80%8C%D8%B2%DB%8C%D8%A7%D8%B1'}]",1934,10,22,https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%AF%D9%88%D8%B3%DB%8C,https://en.wikipedia.org/wiki/Ferdowsi,Ferdowsi,0.8196178674697876,0.819461464881897,0.8119565844535828,0.8075209259986877,0.8071595430374146,0.8051691055297852,0.7997875809669495
1313,10,3,تصویب قانون بنیان‌گذاری کانون جهانگردی و اتومبیل‌رانی در مجلس شورای ملی,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",1934,12,24,,,The Ruler of the Tourism and Automobile Association in the National Assembly,0.8182911276817322,0.8128583431243896,0.8127959370613098,0.8044796586036682,0.8019760251045227,0.7996394038200378,0.7985144257545471
1313,10,3,تصویب تأسیس کانون جهانگردی و اتومبیلرانی در مجلس شورای ملی.,"[{'text': 'مجلس شورای ملی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AC%D9%84%D8%B3_%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D9%85%D9%84%DB%8C'}]",1934,12,24,https://fa.wikipedia.org/wiki/%D9%85%D8%AC%D9%84%D8%B3_%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D9%85%D9%84%DB%8C,https://en.wikipedia.org/wiki/National_Consultative_Assembly,National Consultative Assembly,0.8093515038490295,0.8045709729194641,0.7978497743606567,0.7963958382606506,0.7945744395256042,0.7911125421524048,0.7868002653121948
1313,5,8,سیل در تبریز.,[],1934,7,30,,,Flood in Tabriz.,0.7992632389068604,0.7973262667655945,0.7968684434890747,0.7943868637084961,0.7934682965278625,0.7896987199783325,0.7708941698074341
1314,2,29,تأسیس فرهنگستان ایران به فرمان رضاشاه,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'رضاشاه', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7%D8%B4%D8%A7%D9%87'}, {'text': 'فرهنگستان ایران', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D9%87%D9%86%DA%AF%D8%B3%D8%AA%D8%A7%D9%86_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",1935,5,20,https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D9%87%D9%86%DA%AF%D8%B3%D8%AA%D8%A7%D9%86_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86,<No English page found>,Establishment of the Iranian Academy by Reza Shah,0.8384342789649963,0.8375446200370789,0.8354655504226685,0.8349668383598328,0.8331888318061829,0.8284577131271362,0.8230119943618774
1314,4,5,برقراری روابط دیپلماتیک بین دو کشور اتحادیه جماهیر شوروی و کلمبیا,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'کلمبیا', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D9%84%D9%85%D8%A8%DB%8C%D8%A7'}]",1935,6,27,,,Establish diplomatic relations between the two countries of the Soviet Union and Colombia,0.8035486340522766,0.7989023327827454,0.7987329959869385,0.7967035174369812,0.7883830666542053,0.7861348390579224,0.7841268181800842
1314,4,22,کشتار مردم متعرض به کشف حجاب در مسجد گوهرشاد مشهد توسط قزاقان رضا شاه پهلوی,"[{'text': 'رضا شاه پهلوی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7%D8%B4%D8%A7%D9%87'}, {'text': 'قزاق', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B1%D8%AF%D9%85_%D9%82%D8%B2%D8%A7%D9%82'}, {'text': 'مسجد گوهرشاد', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B3%D8%AC%D8%AF_%DA%AF%D9%88%D9%87%D8%B1%D8%B4%D8%A7%D8%AF'}, {'text': 'مشهد', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B4%D9%87%D8%AF'}, {'text': 'کشف حجاب', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%B4%D9%81_%D8%AD%D8%AC%D8%A7%D8%A8_%D8%AF%D8%B1_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",1935,7,14,https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7%D8%B4%D8%A7%D9%87,https://en.wikipedia.org/wiki/Reza_Shah,Reza Shah,0.8322325944900513,0.8277460932731628,0.8273252248764038,0.8254895806312561,0.8228957653045654,0.8214876055717468,0.8134259581565857
1314,4,31,بخشنامه تعمیم ساعت محلی تهران به تمام نقاط ایران و یکسان سازی ساعت رسمی در سراسر کشور صادر شد,[],1935,7,23,,,Tehran's local clock generalization directive was issued to all parts of Iran and the unification of official clock across the country,0.8059402704238892,0.7994666695594788,0.7987402081489563,0.7931241393089294,0.7927438020706177,0.7923249006271362,0.7866929769515991
1314,8,15,بنیانگذاری بیمه ایران,"[{'text': 'بیمه ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%DB%8C%D9%85%D9%87_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",1935,11,7,https://fa.wikipedia.org/wiki/%D8%A8%DB%8C%D9%85%D9%87_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86,https://en.wikipedia.org/wiki/Iran_Insurance_Company,Iran Insurance Company,0.8112514615058899,0.8048096299171448,0.7949097156524658,0.7685016393661499,0.7622936367988586,0.6050626039505005,0.5609590411186218
1314,9,15,ثبت مناره رهروان (رادان) به‌عنوان یکی از آثار ملی ایران,"[{'text': 'مناره رهروان (رادان)', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%86%D8%A7%D8%B1_%D8%B1%D8%A7%D8%B1%D8%A7%D9%86'}]",1935,12,7,https://fa.wikipedia.org/wiki/%D9%85%D9%86%D8%A7%D8%B1_%D8%B1%D8%A7%D8%B1%D8%A7%D9%86,https://en.wikipedia.org/wiki/Raran_minaret,Raran minaret,0.8338000178337097,0.8325562477111816,0.8309001922607422,0.8280808925628662,0.825962245464325,0.8258600234985352,0.8247981071472168
